name,lamda,flux
BSC_vmag,5450,1.2705741052085393e-11
BSC_bmag,4380,1.8063420831699698e-11
BSC_umag,3660,1.0587660331136948e-11
TIC_vmag,5450,1.2710422882448157e-11
TIC_jmag,12200,1.595144386927595e-12
TIC_hmag,16300,6.115049825170294e-13
