year,month,day,hour,minute,second,rah,ram,ras,design,ded,dem,des,radius,flag0,flag1,flag2,flag3,flag4,low,high,longitude,latitude
2020,1,1,0,0,0,3,0,0,0,10,0,0,5,0,0,6.5,0,0,5000,6000,0,0
